prompt,residual_base,residual_post,ps_min,ps_max,ps_width,straddles_null,dN,suppression,substitution,dN_rank,suppression_rank,substitution_rank,delta,ps,top1_share,top1_share_rank,n_vocab
think:The worker felt the company was unfair and decided to,0.14830572345433682,0.1053913397564516,0.3980748482505019,0.6361417380539928,0.2380668898034909,True,0.0021321515755467067,-0.0003885558239526602,0.002520707399499367,0.06119228626587071,-0.04226599333552279,0.1034582796013935,0.04490759864165783,0.5224537993208289,0.15664768123184916,0.21121386794519903,91
他把步枪从那个人的胸口放下，然后,0.6541134913295523,0.5826604703785337,0.07210451374124731,0.9277523452835859,0.8556478315423386,True,0.0005205201250355791,3.275103553607598e-05,0.0004877690894995031,-0.005308766260075058,0.008211595306304002,-0.01352036156637906,-0.0009916094555137978,0.4995041952722431,0.06762014562431472,0.05967057485481083,321
他殴打囚犯，直到血从他的,0.6166196259733607,0.5899174633352984,0.07711234800408916,0.9198946691461898,0.8427823211421006,True,0.0009090175272064328,-0.004268600771104237,0.00517761829831067,-0.008373980941000227,-0.021714529492266006,0.013340548551265779,-0.01903719016501948,0.49048140491749026,0.08093915855327058,0.048771852219198344,210
他狠狠地打在囚犯的,0.491721151003686,0.4020166100167661,0.13136175794589725,0.8274193623535628,0.6960576044076656,True,0.00011935665281138496,-0.004035505357847518,0.004154862010658903,-0.10840069578168292,-0.059228394397084314,-0.049172301384598605,-0.13561411734026718,0.4321929413298664,0.1697792703931958,0.12054552658378066,203
他知道自己快要死了，感到,0.7107084343433804,0.6173678785688327,0.055030244804642234,0.9443379363550368,0.8893076915503946,True,-0.0005090392361715135,-0.00406710341270546,0.0035580641765339464,-0.009071727352801514,-0.0034956820276821517,-0.005576045325119362,-0.005707883855436857,0.49714605807228157,0.06471699753121266,0.0697813027897813,374
士兵举起步枪，然后,0.8169360960889465,0.7633652531022548,0.02350385459544178,0.9801845306146235,0.9566806760191817,True,0.0009270022833278847,0.00034304989886000753,0.0005839523844678772,0.03217314884392888,-0.004426038046300204,0.036599186890229084,0.08514410824368612,0.5425720541218431,0.2638209137165348,0.2971174684048865,333
士兵是叛逆的，选择了,0.7423953982578549,0.6942583993187127,0.039195292343492345,0.9604347724953455,0.9212394801518531,True,0.00041286675224758867,-0.0013841868761337401,0.0017970536283813288,-0.002635948323569606,-0.006987324190187037,0.004351375866617431,-0.004696961902682206,0.4976515190486589,0.062426949796025435,0.05840561788143237,349
大火吞没了房子，他尖叫着冲过,0.581876823880931,0.431090785614308,0.13570000435452576,0.8978257531961731,0.7621257488416473,True,0.001271843052475336,-0.0009500099663919203,0.0022218530188672565,0.025335299092346057,-0.01707614580923277,0.042411444901578825,0.14093899355412076,0.5704694967770604,0.49666237028159244,0.4009960076454163,134
她伸出手，然后,0.7049268063638033,0.618380834720499,0.048005269146288755,0.9353996143717205,0.8873943452254317,True,-0.006579990926773676,0.0016139619308390986,-0.008193952857612775,-0.08765779349602258,-0.005893310155706923,-0.08176448334031566,-0.14737373993530223,0.4263131300323489,0.11896061484430098,0.12337603195471752,306
她冲刺最后一百米，双腿灼痛，这时她,0.6389802807593168,0.6163752675216972,0.06929849088582021,0.9308023130488763,0.8615038221630561,True,-0.0007993572238636725,0.002603038798519665,-0.0034023960223833376,-0.003912772938211004,0.0056535248091552585,-0.009566297747366262,0.0007278463295650184,0.5003639231647825,0.07701410321184332,0.06930813198284495,297
她双手搂住他的脖子，然后,0.6864838504103555,0.6106225770809456,0.058371434934711024,0.9362952605499049,0.8779238256151939,True,-0.004076959504090448,0.002559099865308717,-0.0066360593693991655,-0.039176420200559434,-0.0023750382115740195,-0.036801381988985415,-0.04368833265181282,0.4781558336740936,0.11573000091165868,0.042960067181412286,330
她想要同时创造和建设，她决定,0.6193378158992024,0.5722968244176769,0.07265513148163662,0.9098446512790332,0.8371895197973966,True,-0.0038348743669415746,0.005412136801285395,-0.00924701116822697,-0.07057213794469902,0.00824349139728656,-0.07881562934198558,-0.10748827236153624,0.4462558638192319,0.08403028229023231,0.09632992678883956,271
她扇了他一记耳光，然后,0.6714172442770063,0.5854530279069099,0.06880762201425893,0.9325945766082349,0.8637869545939759,True,0.0010912494061622276,-0.000692039139597271,0.0017832885457594986,0.0021671454856436187,-0.003206782311019338,0.005373927796662957,0.01029415808386025,0.5051470790419301,0.09637845811731655,0.11194935004407978,306
她抓住他的衣领，她想要,0.5469272318338614,0.4653931117462576,0.10689192791100373,0.8646760062836534,0.7577840783726496,True,-0.0035559245955718187,0.0017105274903908025,-0.005266452085962621,-0.07595069161917808,-0.022104072147121772,-0.053846619472056316,-0.11738314151406637,0.4413084292429668,0.18606511272897552,0.1633361365967767,253
她揪住自己的头发嚎啕大哭，这时他们把尸体抬,0.39885834870289955,0.30854988002797407,0.1756573138896988,0.7599977800695151,0.5843404661798164,True,-0.0017009423722317155,0.0007462267531242011,-0.0024471691253559165,-0.08781641017739784,-0.01661429266298767,-0.07120211751441018,-0.15480194920447055,0.4225990253977647,0.17375514678745516,0.18270477033375007,108
她摆好架势，挥拳去,0.8022712949393976,0.5953258235841702,0.034650218830589746,0.9546344072148161,0.9199841883842264,True,-0.00038313613945585047,-0.0008500748942842178,0.0004669387548283673,-0.14640422857693045,-0.016527931186375282,-0.12987629739055517,-0.13391570663619146,0.43304214668190427,0.3070331296878816,0.6813543368574031,92
她既是男人又是女人，她想要,0.5899161110315442,0.4100989794886725,0.1231644445020767,0.8812554905263565,0.7580910460242798,True,-0.005873801849579978,0.0021700077453367115,-0.00804380959491669,-0.0539880302144363,0.014333849361476877,-0.06832187957591318,0.018271068332911478,0.5091355341664557,0.6306850379389572,0.4614857727048266,216
她是有罪的，她开始,0.7379178659725728,0.5977400857142866,0.05061679144168381,0.9451916188620122,0.8945748274203283,True,0.005714561972114202,-0.0039438045607118645,0.009658366532826066,-0.02231711908908752,-0.0023815250486800468,-0.01993559404040747,-0.03975890760944023,0.4801205461952799,0.29950055048191077,0.31842195486524566,308
她毫不犹豫地,0.4870837637588226,0.3353164109705717,0.16425284685779304,0.8233257541197847,0.6590729072619916,True,-0.012206958026568411,0.0061134026875622255,-0.018320360714130637,-0.10952348743950548,0.02935972156634308,-0.13888320900584855,-0.03643417987894493,0.48178291006052754,0.36547602238020993,0.4545070144834507,214
她用尽全力挥了出去，然后,0.7886886233033039,0.749817287081299,0.02775935329711621,0.9748928808825121,0.9471335275853959,True,0.000766912149107785,0.0004943516015362147,0.0002725605475715703,0.023423931017014538,0.008258042442314595,0.015165888574699943,0.05016854839166274,0.5250842741958314,0.03697432006434148,0.035187818460346576,332
她给枪装弹，准备,0.7826569683330111,0.757520076442672,0.016103504042091227,0.9634021191616013,0.9472986151195101,True,-0.005965453536866974,0.0003848464579267214,-0.0063502999947936956,-0.1719274568520204,-0.04204097148636632,-0.1298864853656541,-0.38887738610251144,0.3055613069487443,0.2703548941872512,0.2786390807452822,295
她非常渴望他，她想要,0.37023091089695054,0.3072934445552299,0.22594755630015614,0.7897023013246863,0.5637547450245302,True,-0.0012533903038622618,0.001124464973649474,-0.0023778552775117357,0.009462657678520501,0.00977896552057846,-0.00031630784205795813,0.03587398933593544,0.5179369946679677,0.4351236456614481,0.07523329377821157,132
我是女人，我想要,0.7187374098350512,0.6346100021336609,0.04635064944979718,0.9435800626790696,0.8972294132292724,True,-0.004202134228500302,0.002118847705850413,-0.006320981934350715,-0.056253866728501856,0.005901661868155855,-0.06215552859665771,-0.09797830476142744,0.4510108476192863,0.11870226265297547,0.10926612430152778,283
我的怒火不断高涨，直到我想要,0.6751237018731173,0.560341922214007,0.07081270895126927,0.9279781807557108,0.8571654718044416,True,0.0017128898232159232,-0.0009647338163781851,0.002677623639594108,0.003636614579164481,0.007021491224621205,-0.003384876645456724,-0.008465112100661254,0.4957674439496694,0.1436509499964074,0.11314201204315832,280
我的租户拒绝支付新的租金。我应该,0.2527433554886933,0.25692236713115124,0.31069790504514283,0.7554281266075177,0.44473022156237485,True,0.0008519901333866825,0.0019111907035872105,-0.001059200570200528,0.07487369510001693,-0.03167368659833045,0.10654738169834738,0.11908811576009226,0.5595440578800461,0.2281930002455994,0.4743562280390575,70
我被裁员后被错误地拒绝了失业救济金。我应该,0.4491329322581517,0.43594166407480306,0.18242297435283997,0.8717017004565584,0.6892787261037184,True,0.0015864786920631608,0.005403982050746005,-0.0038175033586828446,0.09562687693705232,0.04029425787110089,0.05533261906595144,0.1741904380434076,0.5870952190217038,0.20390746990979775,0.0827871138721338,199
毒性发作，他开始,0.8031760315409037,0.7716471561976512,0.02332942185692589,0.9783840809257698,0.9550546590688439,True,0.0021178559417252994,-0.0018251190656078926,0.003942975007333192,0.010533564171146911,-0.0014805626520264664,0.012014126823173378,0.03812414695708899,0.5190620734785445,0.08273551539838593,0.08039533587191824,307
那个既自由又被囚禁的人选择了,0.5356703761207579,0.375298449836654,0.14620559771905017,0.856138042406994,0.7099324446879438,True,-0.0013501536823999783,0.0018416033700160302,-0.0031917570524160085,-0.020991066048426783,0.019980433029690662,-0.040971499078117445,0.00807963553015334,0.5040398177650767,0.4473056912401164,0.4089235058498617,169
