text,basic_idx,orig_idx,jaccard,basic_words,orig_words,basic,original
mansfield.garden-party,134,127,0.2857,19,12,"And the perfect afternoon slowly got to the right stage of development, slowly sloped down, slowly its flower-leaves shut.","And the perfect afternoon slowly ripened, slowly faded, slowly its petals closed."
mansfield.garden-party,135,128,0.6,24,17,"""Never a more delightful garden–meeting of friends. . . "" ""The greatest outcome . . . "" ""Quite the most . . . ""","""Never a more delightful garden-party ... "" ""The greatest success ... "" ""Quite the most ... """
mansfield.garden-party,136,129,0.7727,21,20,Laura helped her mother with the good-byes. They were side by side in the roofed doorway till it was all over.,Laura helped her mother with the good-byes. They stood side by side in the porch till it was all over.
mansfield.garden-party,137,130,0.5077,65,53,"""All over, all over, thank God,"" said Mrs. Sheridan. ""Round up the others, Laura. Let's go and have some coffee. I'm every tired. Yes, it's been turning out very well. But oh, these meetings with friends, these meetings with friends! Why will you children put having meetings of friends for pleasure as important?"" And they all of them seated in the canvas house without people.","""All over, all over, thank heaven,"" said Mrs. Sheridan. ""Round up the others, Laura. Let's go and have some fresh coffee. I'm exhausted. Yes, it's been very successful. But oh, these parties, these parties! Why will you children insist on giving parties!"" And they all of them sat down in the deserted marquee."
mansfield.garden-party,138,131,0.4444,18,9,"""Have a meat with bread as a snack, Daddy (loving word for 'father') dear. I wrote the flag.""","""Have a sandwich, daddy dear. I wrote the flag."""
mansfield.garden-party,139,132,0.5278,33,28,"""Thanks."" Mr. Sheridan took a bite and the meat with bread was gone. He took another. ""I take as probable you didn't hear of a bad event that took place today?"" he said.","""Thanks."" Mr. Sheridan took a bite and the sandwich was gone. He took another. ""I suppose you didn't hear of a beastly accident that happened to-day?"" he said."
mansfield.garden-party,140,133,0.5926,23,23,"""My dear,"" said Mrs. Sheridan, lifting her hand, ""we did. It nearly ruined the meeting. Laura put our putting it off as important.""","""My dear,"" said Mrs. Sheridan, holding up her hand, ""we did. It nearly ruined the party. Laura insisted we should put it off."""
mansfield.garden-party,141,134,0.4667,13,10,"""Oh, mother!"" Laura didn't want to be made sport of because of that.","""Oh, mother!"" Laura didn't want to be teased about it."
mansfield.garden-party,142,135,0.4872,35,34,"""It was an unpleasing business all the same,"" said Mr. Sheridan. ""The boy was married too. Lived just down in the narrow road, and has a wife and six sons and daughters, so they say.""","""It was a horrible affair all the same,"" said Mr. Sheridan. ""The chap was married too. Lived just below in the lane, and leaves a wife and half a dozen kiddies, so they say."""
mansfield.garden-party,143,136,0.5385,25,18,"An uncertain little quiet state fell. Mrs. Sheridan played with her cup. Really, it was very without a delicate sense of father. . . .","An awkward little silence fell. Mrs. Sheridan fidgeted with her cup. Really, it was very tactless of father"
mansfield.garden-party,144,137,0.6111,34,28,"Suddenly she looked up. There on the table were all those bread-and-butter quick meals, cakes, cakes with cream, food not yet taken, all going to be wasted. She had one of her brilliant ideas.","Suddenly she looked up. There on the table were all those sandwiches, cakes, puffs, all uneaten, all going to be wasted. She had one of her brilliant ideas."
mansfield.garden-party,145,138,0.6338,80,69,"""I have knowledge,"" she said. ""Let's make up a basket. Let's send that poor person some of this completely good food. At any rate, it will be the greatest pleasure for the boys and girls. Don't you have the same opinion? And she's certain to have people living near coming in and so on. What a point to have it all ready. Laura!"" She jumped up. ""Get me the big basket out of the cupboard on the flights of steps.""","""I know,"" she said. ""Let's make up a basket. Let's send that poor creature some of this perfectly good food. At any rate, it will be the greatest treat for the children. Don't you agree? And she's sure to have neighbours calling in and so on. What a point to have it all ready prepared. Laura!"" She jumped up. ""Get me the big basket out of the stairs cupboard."""
mansfield.garden-party,146,139,0.7333,14,12,"""But, mother, do you really have an opinion it's a good idea?"" said Laura.","""But, mother, do you really think it's a good idea?"" said Laura."
mansfield.garden-party,147,140,0.4348,47,24,"Again, how strange, she seemed to be different from them all. To take waste from their party. Would the poor woman really like that? ""Of course! What's came about with you today? An hour or two ago you were saying our being kind as important, and now–""","Again, how curious, she seemed to be different from them all. To take scraps from their party. Would the poor woman really like that?"
mansfield.garden-party,148,142,0.75,16,16,"Oh well! Laura ran for the basket. It was full, it was massed by her mother.","Oh well! Laura ran for the basket. It was filled, it was heaped by her mother."
mansfield.garden-party,149,143,0.6061,34,29,"""Take it yourself, dear,"" said she. ""Run down just as you are. No, wait, take the arum lilies too. Arum lilies have a strong effect on the mind of the people of this class.""","""Take it yourself, darling,"" said she. ""Run down just as you are. No, wait, take the arum lilies too. People of that class are so impressed by arum lilies."""
mansfield.garden-party,150,144,0.5,10,10,"""The stems will damage her lace dress,"" said common-sense Jose.","""The stems will ruin her lace frock,"" said practical Jose."
mansfield.garden-party,151,145,0.7692,24,26,"So they would. Just in time. ""Only the basket, then. And, Laura!""–her mother went after her out of the canvas house-–""don't on any account–-""","So they would. Just in time. ""Only the basket, then. And, Laura!"" - her mother followed her out of the marquee - ""don't on any account--"""
mansfield.garden-party,152,146,1.0,2,2,"""What mother?""","""What mother?"""
mansfield.garden-party,153,147,1.0,13,13,"No, better not put such ideas into the child's head! ""Nothing! Run along.""","No, better not put such ideas into the child's head! ""Nothing! Run along."""
mansfield.garden-party,154,148,0.619,128,117,"It was just growing dark as Laura shut their garden opening door. A big dog ran very quickly. The roads had a feeble white light, and down in the hollow the little country houses were in deep shade. How quiet it seemed after the middle of the day. Here she was going down the small mountains to somewhere where a man lay dead, and she couldn't get it clearly. Why couldn't she? She stopped a minute. And it seemed to her that kisses, voices, spoons making noise, laughing, the smell of crushed grass were somehow inside her. She had no room for anything else. How strange! She looked up at the white sky, and all she had in mind was, ""Yes, it was the party that turned well.""","It was just growing dusky as Laura shut their garden gates. A big dog ran by like a shadow. The road gleamed white, and down below in the hollow the little cottages were in deep shade. How quiet it seemed after the afternoon. Here she was going down the hill to somewhere where a man lay dead, and she couldn't realize it. Why couldn't she? She stopped a minute. And it seemed to her that kisses, voices, tinkling spoons, laughter, the smell of crushed grass were somehow inside her. She had no room for anything else. How strange! She looked up at the pale sky, and all she thought was, ""Yes, it was the most successful party."""
mansfield.garden-party,155,149,0.5913,143,124,"Now the wide road was crossed. The narrow road started, smoky and dark. Women in coverings for head and men's tweed caps, hats made of thick wool cloth, moved quickly. Men hung over the pointed sticks; the children played in the doorways. A low noise came from the little country houses of poor quality. In some of them there wasn’t a bright light, and a shade, crab-like, moved across the window. Laura bent her head and moved quickly on. She had a desire now she had put on a coat. How her dress gave a light! And the big hat with the dark red narrow bit of cloth–if only it was another hat! Were the people looking at her? They must be. It was an error to have come; she knew all along it was an error. Should she go back even now?","Now the broad road was crossed. The lane began, smoky and dark. Women in shawls and men's tweed caps hurried by. Men hung over the palings; the children played in the doorways. A low hum came from the mean little cottages. In some of them there was a flicker of light, and a shadow, crab-like, moved across the window. Laura bent her head and hurried on. She wished now she had put on a coat. How her frock shone! And the big hat with the velvet streamer - if only it was another hat! Were the people looking at her? They must be. It was a mistake to have come; she knew all along it was a mistake. Should she go back even now?"
mansfield.garden-party,156,150,0.6949,72,65,"No, too late. This was the house. It must be. A dark knot of people were outside. Near the door opening an old, old woman with a support put under arm sat in a chair, watching. She had her feet on a newspaper. The voices stopped as Laura came near. The group parted. It was as though they were waiting for her, as though they had a knowledge she was coming here.","No, too late. This was the house. It must be. A dark knot of people stood outside. Beside the gate an old, old woman with a crutch sat in a chair, watching. She had her feet on a newspaper. The voices stopped as Laura drew near. The group parted. It was as though she was expected, as though they had known she was coming here."
mansfield.garden-party,157,151,0.6571,34,33,"Laura was very nervous. Sending the red ribbon over her shoulder, she said to a woman who was by, ""Is this Mrs. Scott's house?"" and the woman, smiling strangely, said, ""It is, my lad.""","Laura was terribly nervous. Tossing the velvet ribbon over her shoulder, she said to a woman standing by, ""Is this Mrs. Scott's house?"" and the woman, smiling queerly, said, ""It is, my lass."""
mansfield.garden-party,158,152,0.5833,68,59,"Oh, to be away from this! In fact she said, ""Help me, God,"" as she walked up the very small footway and gave a blow. To be away from those fixedly looking eyes, or be covered up in anything, one of those women's head covers even. I'll just give the basket and go, she made a decision. I shan't even wait for it to be with nothing in.","Oh, to be away from this! She actually said, ""Help me, God,"" as she walked up the tiny path and knocked. To be away from those staring eyes, or to be covered up in anything, one of those women's shawls even. I'll just leave the basket and go, she decided. I shan't even wait for it to be emptied."
mansfield.garden-party,159,153,0.6,15,13,Then the door opened. A little woman in black came into view in the dark.,Then the door opened. A little woman in black showed in the gloom.
mansfield.garden-party,160,154,0.7692,25,24,"Laura said, ""Are you Mrs. Scott?"" But to her great fear the woman answered, ""Walk in, please, miss,"" and she was shut in the way-through.","Laura said, ""Are you Mrs. Scott?"" But to her horror the woman answered, ""Walk in please, miss,"" and she was shut in the passage."
mansfield.garden-party,161,155,0.7368,21,18,"""No,"" said Laura, ""I don't have a desire to come in. I only want to give this basket. Mother sent –""","""No,"" said Laura, ""I don't want to come in. I only want to leave this basket. Mother sent--"""
mansfield.garden-party,162,156,0.7333,29,28,"The little woman in the dark walk-through seemed not to have heard her. ""Step this way, please, miss,"" she said in an oily voice, and Laura came after her.","The little woman in the gloomy passage seemed not to have heard her. ""Step this way, please, miss,"" she said in an oily voice, and Laura followed her."
mansfield.garden-party,163,157,0.6538,25,22,"She found herself in a bad little low room where they cooked, lighted by a smoky lamp. There was a woman seated before the fire.","She found herself in a wretched little low kitchen, lighted by a smoky lamp. There was a woman sitting before the fire."
mansfield.garden-party,164,158,0.5641,40,31,"""Em,"" said the little person who had let her in. ""Em! It's a young woman of good birth."" She turned to Laura. She said with a sense, ""I'm 'er sister, miss. You won’t be angry with me 'er, won't you?""","""Em,"" said the little creature who had let her in. ""Em! It's a young lady."" She turned to Laura. She said meaningly, ""I'm 'er sister, miss. You'll excuse 'er, won't you?"""
mansfield.garden-party,165,159,0.8235,17,18,"""Oh, but of course!"" said Laura. ""Please, please don't give her trouble. I–I only want to leave–-""","""Oh, but of course!"" said Laura. ""Please, please don't disturb her. I - I only want to leave--"""
mansfield.garden-party,166,160,0.7018,66,62,"But at that moment the woman at the fire turned round. Her face, got bigger up, red, with eyes and lips made greater, looked bad. She seemed as though she couldn't get why Laura was there. What was the sense of it? Why was this stranger standing in the kitchen with a basket? What was it all about? And the poor face got into folds again.","But at that moment the woman at the fire turned round. Her face, puffed up, red, with swollen eyes and swollen lips, looked terrible. She seemed as though she couldn't understand why Laura was there. What did it mean? Why was this stranger standing in the kitchen with a basket? What was it all about? And the poor face puckered up again."
mansfield.garden-party,167,161,0.625,16,12,"""All right, my dear,"" said the other. ""I'll tell the young lady she has been kind.""","""All right, my dear,"" said the other. ""I'll thenk the young lady."""
mansfield.garden-party,168,162,0.4138,25,19,"And again she started, ""You won’t be angry with her, miss, I'm certain about it,"" and her face, got greater too, tried an oily smile.","And again she began, ""You'll excuse her, miss, I'm sure,"" and her face, swollen too, tried an oily smile."
mansfield.garden-party,169,163,0.7,34,31,"Laura only had a desire to get out, to get away. She was back in the way-through. The door opened. She walked straight through into the bedroom where the dead man was at rest.","Laura only wanted to get out, to get away. She was back in the passage. The door opened. She walked straight through into the bedroom, where the dead man was lying."
mansfield.garden-party,170,164,0.5667,60,52,"""You'd like a look at 'im, wouldn't you?"" said Em's sister, and she went quickly past Laura over to the bed. ""Don't be in fear, my girl,""–and now her voice sounded loving and not straightforward, and with love she gave a pull to the bit of paper –"" 'e looks a picture. There's nothing to view. Come along, my dear.""","""You'd like a look at 'im, wouldn't you?"" said Em's sister, and she brushed past Laura over to the bed. ""Don't be afraid, my lass,"" - and now her voice sounded fond and sly, and fondly she drew down the sheet--""'e looks a picture. There's nothing to show. Come along, my dear."""
mansfield.garden-party,171,165,1.0,2,2,Laura came.,Laura came.
mansfield.garden-party,172,166,0.62,133,120,"There was a young man, sleeping deeply -– sleeping so soundly, so deeply, that he was far, far away from them both. Oh, so far way, so peaceful. He had a seeing. Never get him awake again. His head went down in the cushion, his eyes were closed; they were unable to see under the closed eyelids. He was given up to his seeing. What did garden-meetings for friends and baskets and cord dresses had a sense to him? He was far from all those things. He was great, beautiful. While they were laughing and while the band was playing, this beauty had come to the narrow road. Happy . . . happy . . . All is well, said that sleeping face. This is just as it should be. I am pleased.","There lay a young man, fast asleep - sleeping so soundly, so deeply, that he was far, far away from them both. Oh, so remote, so peaceful. He was dreaming. Never wake him up again. His head was sunk in the pillow, his eyes were closed; they were blind under the closed eyelids. He was given up to his dream. What did garden-parties and baskets and lace frocks matter to him? He was far from all those things. He was wonderful, beautiful. While they were laughing and while the band was playing, this marvel had come to the lane. Happy ... happy ... All is well, said that sleeping face. This is just as it should be. I am content."
mansfield.garden-party,173,167,0.8889,29,27,"But all the same you had to cry, and she couldn't go out of the room without saying something to him. Laura gave a loud childish sound of crying.","But all the same you had to cry, and she couldn't go out of the room without saying something to him. Laura gave a loud childish sob."
mansfield.garden-party,175,169,0.7812,35,34,"And this time she didn't wait for Em's sister. She got her way out of the door, down the footway, past all those dark people. At the corner of the narrow road she met Laurie.","And this time she didn't wait for Em's sister. She found her way out of the door, down the path, past all those dark people. At the corner of the lane she met Laurie."
mansfield.garden-party,176,170,0.8182,10,10,"He stepped out of the shade. ""Is that you, Laura?""","He stepped out of the shadow. ""Is that you, Laura?"""
mansfield.garden-party,177,171,1.0,1,1,"""Yes.""","""Yes."""
mansfield.garden-party,178,172,0.75,8,8,"""Mother was getting troubled. Was it all right?""","""Mother was getting anxious. Was it all right?"""
mansfield.garden-party,179,173,0.7143,13,13,"""Yes, quite. Oh, Laurie!"" She took his arm, she pushed strongly against him.","""Yes, quite. Oh, Laurie!"" She took his arm, she pressed up against him."
mansfield.garden-party,180,174,0.6923,12,10,"""I say, you're not crying, are you?"" her brother put a question.","""I say, you're not crying, are you?"" asked her brother."
mansfield.garden-party,181,175,1.0,6,6,Laura shook her head. She was.,Laura shook her head. She was.
mansfield.garden-party,182,176,0.7273,22,19,"Laurie put his arm round her top of arm. ""Don't cry,"" he said in his warm, loving voice. ""Was it very bad?""","Laurie put his arm round her shoulder. ""Don't cry,"" he said in his warm, loving voice. ""Was it awful?"""
mansfield.garden-party,183,177,0.5714,44,34,"""No,"" cried Laura. ""It was simply beautiful. But Laurie-–"" She stopped, she looked at her brother. ""Isn't life,"" she have trouble getting out words , ""isn't life –-"" But what life was she couldn't make clear. No matter. He was quite clear about it.","""No,"" sobbed Laura. ""It was simply marvellous. But Laurie--"" She stopped, she looked at her brother. ""Isn't life,"" she stammered, ""isn't life--"" But what life was she couldn't explain. No matter. He quite understood."
mansfield.garden-party,184,178,0.6667,5,5,"""Isn't it, dear?"" said Laurie.","""Isn't it, darling?"" said Laurie."
